results_file,config_name,signal,snr,rho,model,layers,act,solver,alpha,K,L,variant,local_method,levels_up,ale_tag,shap_tag,shap_method,shap_sample_method,shap_sample_size,cv_r2,max_r2,ale_bias2_d1,shap_bias2_d1,ale_stddev_d1,shap_stddev_d1,rel_stddev_reduction_d1,ale_bias2_d2,shap_bias2_d2,ale_stddev_d2,shap_stddev_d2,rel_stddev_reduction_d2,ale_bias2_d3,shap_bias2_d3,ale_stddev_d3,shap_stddev_d3,rel_stddev_reduction_d3,ale_bias2_d4,shap_bias2_d4,ale_stddev_d4,shap_stddev_d4,rel_stddev_reduction_d4,ale_bias2_d5,shap_bias2_d5,ale_stddev_d5,shap_stddev_d5,rel_stddev_reduction_d5,ale_bias2_d6,shap_bias2_d6,ale_stddev_d6,shap_stddev_d6,rel_stddev_reduction_d6,ale_bias2_d7,shap_bias2_d7,ale_stddev_d7,shap_stddev_d7,rel_stddev_reduction_d7,ale_bias2_d8,shap_bias2_d8,ale_stddev_d8,shap_stddev_d8,rel_stddev_reduction_d8,ale_bias2_d9,shap_bias2_d9,ale_stddev_d9,shap_stddev_d9,rel_stddev_reduction_d9,ale_bias2_d10,shap_bias2_d10,ale_stddev_d10,shap_stddev_d10,rel_stddev_reduction_d10,shap_time_mean,ale_time_mean,f_stddev,rel_stddev_reduction
results_sample_X_gaussian_d2_08514e44_snr9_signal_threshold_nn_h100_tanh_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_threshold,9.0,0.99,nn_h100_tanh_alpha0.01_lbfgs,100,tanh,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.8898,0.9000,0.011324,0.033710,0.406265,0.808132,+0.4973,0.001560,0.027240,0.428627,0.803097,+0.4663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002445,0.005057,0.11905445511625358,+0.4818
results_sample_X_gaussian_d2_904658a8_snr9_signal_abs_nn_h20_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.95,nn_h20_relu_alpha0.01_lbfgs,20,relu,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.9006,0.9000,0.002005,0.001604,0.197756,0.374236,+0.4716,0.002993,0.001938,0.214208,0.380314,+0.4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000447,0.000437,0.11409945620597271,+0.4542
results_sample_X_gaussian_d2_904658a8_snr9_signal_abs_nn_h20_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.95,nn_h20_relu_alpha0.01_lbfgs,20,relu,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.9006,0.9000,0.001935,0.001604,0.197715,0.374236,+0.4717,0.003052,0.001938,0.215399,0.380314,+0.4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000447,0.000399,0.11409945620597271,+0.4527
results_sample_X_gaussian_d2_904658a8_snr9_signal_abs_nn_h20_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.95,nn_h20_relu_alpha0.01_lbfgs,20,relu,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.9006,0.9000,0.002792,0.001604,0.198178,0.374236,+0.4704,0.003855,0.001938,0.215055,0.380314,+0.4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000447,0.000365,0.11409945620597271,+0.4525
results_sample_X_gaussian_d2_26e192a0_snr9_signal_basic_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.7,nn_h3_tanh_alpha0.0001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9006,0.9000,0.000197,0.001320,0.134484,0.301196,+0.5535,0.003097,0.001610,0.217654,0.309622,+0.2970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000388,0.005055,0.08072906097668221,+0.4253
results_sample_X_gaussian_d2_904658a8_snr9_signal_threshold_nn_h10_tanh_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_threshold,9.0,0.95,nn_h10_tanh_alpha0.01_lbfgs,100,tanh,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.8898,0.9000,0.007518,0.006988,0.220437,0.398289,+0.4465,0.001213,0.000352,0.239764,0.397190,+0.3963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000503,0.005066,0.09399486571602854,+0.4214
results_sample_X_gaussian_d2_f9df222f_snr9_signal_nonlinear_nn_h10_tanh_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_nonlinear,9.0,0.9,nn_h10_tanh_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8890,0.9000,0.000361,0.006104,0.080329,0.149539,+0.4628,0.001250,0.010853,0.104286,0.156342,+0.3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000511,0.000433,0.07518089651585103,+0.3979
results_sample_X_gaussian_d2_f9df222f_snr9_signal_nonlinear_nn_h10_tanh_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_nonlinear,9.0,0.9,nn_h10_tanh_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8890,0.9000,0.000364,0.006104,0.080821,0.149539,+0.4595,0.001205,0.010853,0.105240,0.156342,+0.3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000511,0.000395,0.07518089651585103,+0.3932
results_sample_X_gaussian_d2_f9df222f_snr9_signal_nonlinear_nn_h10_tanh_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_nonlinear,9.0,0.9,nn_h10_tanh_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8890,0.9000,0.000455,0.006104,0.083011,0.149539,+0.4449,0.009706,0.010853,0.106003,0.156342,+0.3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000511,0.000356,0.07518089651585103,+0.3834
results_sample_X_gaussian_d2_08514e44_snr9_signal_abs_nn_h10_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.99,nn_h10_relu_alpha0.01_lbfgs,20,relu,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.9006,0.9000,0.002390,0.006300,0.220443,0.359589,+0.3870,0.002388,0.006317,0.233860,0.367001,+0.3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000380,0.000361,0.10971937891237146,+0.3749
results_sample_X_gaussian_d2_08514e44_snr9_signal_abs_nn_h10_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.99,nn_h10_relu_alpha0.01_lbfgs,20,relu,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.9006,0.9000,0.002027,0.006300,0.220867,0.359589,+0.3858,0.002492,0.006317,0.235816,0.367001,+0.3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000380,0.000437,0.10971937891237146,+0.3716
results_sample_X_gaussian_d2_08514e44_snr9_signal_abs_nn_h10_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.99,nn_h10_relu_alpha0.01_lbfgs,20,relu,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.9006,0.9000,0.002021,0.006300,0.220948,0.359589,+0.3856,0.002565,0.006317,0.236090,0.367001,+0.3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000380,0.000403,0.10971937891237146,+0.3711
results_sample_X_gaussian_d2_904658a8_snr9_signal_cubic_nn_h20_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.95,nn_h20_relu_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8812,0.9000,0.091172,0.679257,0.490214,0.690701,+0.2903,0.016970,0.663199,0.402568,0.672719,+0.4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000443,0.000444,0.2513823023627195,+0.3459
results_sample_X_gaussian_d2_904658a8_snr9_signal_cubic_nn_h20_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.95,nn_h20_relu_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8812,0.9000,0.093615,0.679257,0.494925,0.690701,+0.2834,0.016341,0.663199,0.403947,0.672719,+0.3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000443,0.000398,0.2513823023627195,+0.3415
results_sample_X_gaussian_d2_904658a8_snr9_signal_cubic_nn_h20_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.95,nn_h20_relu_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8812,0.9000,0.332700,0.679257,0.517673,0.690701,+0.2505,0.016639,0.663199,0.400528,0.672719,+0.4046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000443,0.000361,0.2513823023627195,+0.3276
results_sample_X_gaussian_d2_26e192a0_snr9_signal_basic_interaction_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,interactions,signal_basic_interaction,9.0,0.7,nn_h3_tanh_alpha0.0001_lbfgs,10,relu,lbfgs,0.001,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8887,0.9000,nan,nan,0.421217,0.618828,+0.3193,nan,nan,0.416389,0.621797,+0.3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000391,0.000164,0.3019881982779605,+0.3248
results_sample_X_gaussian_d2_26e192a0_snr9_signal_basic_interaction_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,interactions,signal_basic_interaction,9.0,0.7,nn_h3_tanh_alpha0.0001_lbfgs,10,relu,lbfgs,0.001,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8887,0.9000,nan,nan,0.422018,0.618828,+0.3180,nan,nan,0.429834,0.621797,+0.3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000391,0.000094,0.3019881982779605,+0.3134
results_sample_X_gaussian_d2_26e192a0_snr9_signal_basic_interaction_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,interactions,signal_basic_interaction,9.0,0.7,nn_h3_tanh_alpha0.0001_lbfgs,10,relu,lbfgs,0.001,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8887,0.9000,nan,nan,0.424827,0.618828,+0.3135,nan,nan,0.434207,0.621797,+0.3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000391,0.000125,0.3019881982779605,+0.3076
results_sample_X_gaussian_d2_904658a8_snr9_signal_nonlinear_nn_h10_tanh_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_nonlinear,9.0,0.95,nn_h10_tanh_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.8890,0.9000,0.000109,0.013696,0.162029,0.219960,+0.2634,0.010616,0.018908,0.149119,0.225493,+0.3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000504,0.005094,0.07826348129377748,+0.3010
results_sample_X_gaussian_d2_08514e44_snr9_signal_cubic_nn_h10_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.99,nn_h10_relu_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8812,0.9000,0.195472,1.253714,0.577556,0.783364,+0.2627,0.065057,1.247307,0.507601,0.764552,+0.3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000387,0.000396,0.2267857805845227,+0.2994
results_sample_X_gaussian_d2_08514e44_snr9_signal_cubic_nn_h10_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.99,nn_h10_relu_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8812,0.9000,0.198096,1.253714,0.577343,0.783364,+0.2630,0.074898,1.247307,0.507928,0.764552,+0.3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000387,0.000440,0.2267857805845227,+0.2993
results_sample_X_gaussian_d2_08514e44_snr9_signal_cubic_nn_h10_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.99,nn_h10_relu_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8812,0.9000,0.241084,1.253714,0.589339,0.783364,+0.2477,0.069707,1.247307,0.504872,0.764552,+0.3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000387,0.000365,0.2267857805845227,+0.2937
results_sample_X_gaussian_d2_904658a8_snr9_signal_abs_nn_h20_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.95,nn_h20_relu_alpha0.01_lbfgs,20,relu,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9006,0.9000,0.005141,0.001604,0.255698,0.374236,+0.3167,0.003259,0.001938,0.283661,0.380314,+0.2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000447,0.005153,0.11409945620597271,+0.2854
results_sample_X_gaussian_d2_08514e44_snr9_signal_abs_nn_h10_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.99,nn_h10_relu_alpha0.01_lbfgs,20,relu,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9006,0.9000,0.003192,0.006300,0.258660,0.359589,+0.2807,0.003132,0.006317,0.298155,0.367001,+0.1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000380,0.005133,0.10971937891237146,+0.2341
results_sample_X_gaussian_d2_904658a8_snr9_signal_cubic_nn_h20_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.95,nn_h20_relu_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.8812,0.9000,0.259423,0.679257,0.661253,0.690701,+0.0426,0.044089,0.663199,0.464500,0.672719,+0.3095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000443,0.005146,0.2513823023627195,+0.1761
results_sample_X_gaussian_d2_f9df222f_snr9_signal_nonlinear_nn_h10_tanh_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_nonlinear,9.0,0.9,nn_h10_tanh_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.8890,0.9000,0.000162,0.006104,0.129738,0.149539,+0.1324,0.009284,0.010853,0.132396,0.156342,+0.1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000511,0.005124,0.07518089651585103,+0.1428
results_sample_X_gaussian_d2_08514e44_snr9_signal_cubic_nn_h10_relu_alpha0.01_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.99,nn_h10_relu_alpha0.01_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.8812,0.9000,0.135501,1.253714,0.720002,0.783364,+0.0809,0.126608,1.247307,0.634398,0.764552,+0.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000387,0.005120,0.2267857805845227,+0.1256
results_sample_X_gaussian_d2_f9df222f_snr9_signal_abs_nn_h10_relu_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.9,nn_h10_relu_alpha0.001_lbfgs,20,relu,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.9006,0.9000,0.002359,0.002406,0.138584,0.165011,+0.1602,0.002150,0.001411,0.180145,0.177366,-0.0157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000387,0.000365,0.12624885072982794,+0.0722
results_sample_X_gaussian_d2_f9df222f_snr9_signal_abs_nn_h10_relu_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.9,nn_h10_relu_alpha0.001_lbfgs,20,relu,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.9006,0.9000,0.001965,0.002406,0.138449,0.165011,+0.1610,0.001965,0.001411,0.181376,0.177366,-0.0226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000387,0.000442,0.12624885072982794,+0.0692
results_sample_X_gaussian_d2_f9df222f_snr9_signal_abs_nn_h10_relu_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.9,nn_h10_relu_alpha0.001_lbfgs,20,relu,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.9006,0.9000,0.001943,0.002406,0.139054,0.165011,+0.1573,0.001994,0.001411,0.181826,0.177366,-0.0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000387,0.000398,0.12624885072982794,+0.0661
results_sample_X_gaussian_d2_12761c10_snr9_signal_basic_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,slow,signal_basic,9.0,0.0,nn_h3_tanh_alpha0.0001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9103,0.9000,0.000085,0.000091,0.041817,0.043139,+0.0306,0.000066,0.000054,0.056418,0.055420,-0.0180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000551,0.052386,0.04604234188623617,+0.0063
results_sample_X_uniform_d10_6aa2f622_low0_high1_snr19_signal_hooker_2021_nn_h2_relu_alpha0.001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,19.0,0.3,nn_h2_relu_alpha0.001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9479,0.9500,0.001181,0.001180,0.080644,0.080601,-0.0005,0.001173,0.001166,0.079332,0.079287,-0.0006,0.001317,0.001313,0.086880,0.086871,-0.0001,0.001138,0.001138,0.078516,0.078505,-0.0001,0.001203,0.001200,0.081907,0.081886,-0.0003,0.000000,0.000000,0.005977,0.005946,-0.0052,0.000302,0.000302,0.041371,0.041325,-0.0011,0.000801,0.000799,0.066919,0.066891,-0.0004,0.001796,0.001792,0.100543,0.100501,-0.0004,0.002795,0.002795,0.127107,0.127074,-0.0003,0.003545,0.002190,0.23876613119523543,-0.0009
results_sample_X_uniform_d10_d31ff3f2_low0_high1_snr49_signal_hooker_2021_nn_h2_relu_alpha1e-05_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,49.0,0.0,nn_h2_relu_alpha1e-05_lbfgs,5,relu,lbfgs,0.001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9795,0.9800,0.001296,0.001297,0.081436,0.081417,-0.0002,0.001466,0.001466,0.087594,0.087579,-0.0002,0.001537,0.001536,0.089669,0.089652,-0.0002,0.001323,0.001323,0.081153,0.081138,-0.0002,0.001413,0.001413,0.084585,0.084556,-0.0003,0.000000,0.000000,0.003727,0.003695,-0.0087,0.000354,0.000354,0.042457,0.042438,-0.0005,0.000937,0.000937,0.069043,0.069037,-0.0001,0.002078,0.002078,0.103857,0.103835,-0.0002,0.003218,0.003219,0.128365,0.128337,-0.0002,0.003525,0.002169,0.22829312089530954,-0.0011
results_sample_X_uniform_d10_6aa2f622_low0_high1_snr99_signal_hooker_2021_nn_h2_relu_alpha1e-05_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,99.0,0.3,nn_h2_relu_alpha1e-05_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9897,0.9900,0.000985,0.000985,0.077520,0.077513,-0.0001,0.000970,0.000970,0.076302,0.076286,-0.0002,0.001097,0.001096,0.083555,0.083543,-0.0001,0.000945,0.000945,0.075631,0.075610,-0.0003,0.001011,0.001011,0.078795,0.078774,-0.0003,0.000000,0.000000,0.002658,0.002632,-0.0100,0.000254,0.000254,0.039511,0.039492,-0.0005,0.000668,0.000667,0.064364,0.064357,-0.0001,0.001487,0.001486,0.096803,0.096791,-0.0001,0.002387,0.002384,0.122176,0.122167,-0.0001,0.003487,0.002203,0.22818781918521644,-0.0012
results_sample_X_uniform_d10_d31ff3f2_low0_high1_snr19_signal_hooker_2021_nn_h2_relu_alpha1e-05_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,19.0,0.0,nn_h2_relu_alpha1e-05_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9479,0.9500,0.001282,0.001283,0.081609,0.081591,-0.0002,0.001445,0.001444,0.087817,0.087805,-0.0001,0.001551,0.001551,0.089734,0.089720,-0.0002,0.001330,0.001330,0.081180,0.081164,-0.0002,0.001417,0.001415,0.084656,0.084629,-0.0003,0.000000,0.000000,0.005904,0.005825,-0.0136,0.000356,0.000356,0.042681,0.042654,-0.0006,0.000934,0.000935,0.069178,0.069161,-0.0003,0.002095,0.002094,0.103878,0.103863,-0.0001,0.003219,0.003218,0.128433,0.128402,-0.0002,0.003650,0.002194,0.22944553621974728,-0.0016
results_sample_X_uniform_d10_1ff5453d_low0_high1_snr99_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,99.0,0.7,nn_h3_relu_alpha0.0001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9897,0.9900,0.000041,0.000041,0.035561,0.035540,-0.0006,0.000035,0.000035,0.036185,0.036143,-0.0012,0.000040,0.000040,0.039056,0.039022,-0.0009,0.000034,0.000034,0.035409,0.035381,-0.0008,0.000040,0.000039,0.036519,0.036487,-0.0009,0.000000,0.000000,0.002908,0.002868,-0.0138,0.000009,0.000009,0.018564,0.018537,-0.0015,0.000021,0.000021,0.030167,0.030142,-0.0008,0.000051,0.000051,0.045319,0.045284,-0.0008,0.000076,0.000076,0.056627,0.056589,-0.0007,0.003619,0.002208,0.10744292057204939,-0.0022
results_sample_X_uniform_d10_0092d481_low0_high1_snr99_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,99.0,0.9,nn_h3_relu_alpha0.0001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9897,0.9900,0.000040,0.000040,0.035691,0.035667,-0.0007,0.000033,0.000033,0.036437,0.036403,-0.0009,0.000040,0.000040,0.039052,0.039020,-0.0008,0.000034,0.000033,0.035384,0.035358,-0.0007,0.000038,0.000038,0.036565,0.036537,-0.0008,0.000000,0.000000,0.003014,0.002970,-0.0147,0.000009,0.000009,0.018584,0.018557,-0.0014,0.000020,0.000020,0.030201,0.030158,-0.0014,0.000051,0.000051,0.045379,0.045340,-0.0009,0.000075,0.000075,0.056633,0.056591,-0.0007,0.003634,0.002205,0.10992794321651253,-0.0023
results_sample_X_uniform_d10_f934f957_low0_high1_snr99_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,99.0,0.5,nn_h3_relu_alpha0.0001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9897,0.9900,0.000084,0.000084,0.042986,0.042957,-0.0007,0.000075,0.000075,0.043075,0.043049,-0.0006,0.000086,0.000085,0.046837,0.046805,-0.0007,0.000074,0.000074,0.042423,0.042400,-0.0005,0.000080,0.000080,0.043936,0.043903,-0.0007,0.000000,0.000000,0.002897,0.002842,-0.0192,0.000020,0.000020,0.022186,0.022164,-0.0010,0.000047,0.000047,0.036155,0.036132,-0.0006,0.000112,0.000112,0.054317,0.054284,-0.0006,0.000173,0.000172,0.068127,0.068096,-0.0005,0.003666,0.002203,0.12759547299822194,-0.0025
results_sample_X_uniform_d10_d31ff3f2_low0_high1_snr99_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,99.0,0.0,nn_h3_relu_alpha0.0001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9897,0.9900,0.000031,0.000031,0.035594,0.035551,-0.0012,0.000032,0.000032,0.037820,0.037792,-0.0007,0.000040,0.000040,0.039037,0.039006,-0.0008,0.000034,0.000034,0.035377,0.035344,-0.0009,0.000038,0.000038,0.036553,0.036516,-0.0010,0.000000,0.000000,0.002784,0.002726,-0.0212,0.000009,0.000009,0.018530,0.018507,-0.0013,0.000021,0.000021,0.030166,0.030137,-0.0009,0.000051,0.000051,0.045360,0.045332,-0.0006,0.000082,0.000082,0.055506,0.055462,-0.0008,0.003646,0.002201,0.09547485220929272,-0.0030
results_sample_X_uniform_d10_f934f957_low0_high1_snr49_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,49.0,0.5,nn_h3_relu_alpha0.0001_lbfgs,5,relu,lbfgs,0.001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9795,0.9800,0.000045,0.000045,0.035993,0.035946,-0.0013,0.000035,0.000035,0.036130,0.036092,-0.0011,0.000041,0.000041,0.039159,0.039130,-0.0008,0.000035,0.000035,0.035471,0.035435,-0.0010,0.000040,0.000040,0.036621,0.036580,-0.0011,0.000000,0.000000,0.004095,0.004007,-0.0219,0.000010,0.000009,0.018861,0.018796,-0.0035,0.000020,0.000020,0.030316,0.030264,-0.0017,0.000052,0.000051,0.045415,0.045374,-0.0009,0.000074,0.000074,0.056722,0.056682,-0.0007,0.003584,0.002202,0.1061487842762407,-0.0034
