results_file,config_name,signal,snr,rho,model,layers,act,solver,alpha,K,L,variant,local_method,levels_up,ale_tag,shap_tag,shap_method,shap_sample_method,shap_sample_size,cv_r2,max_r2,ale_bias2_d1,shap_bias2_d1,ale_stddev_d1,shap_stddev_d1,rel_stddev_reduction_d1,ale_bias2_d2,shap_bias2_d2,ale_stddev_d2,shap_stddev_d2,rel_stddev_reduction_d2,ale_bias2_d3,shap_bias2_d3,ale_stddev_d3,shap_stddev_d3,rel_stddev_reduction_d3,ale_bias2_d4,shap_bias2_d4,ale_stddev_d4,shap_stddev_d4,rel_stddev_reduction_d4,ale_bias2_d5,shap_bias2_d5,ale_stddev_d5,shap_stddev_d5,rel_stddev_reduction_d5,ale_bias2_d6,shap_bias2_d6,ale_stddev_d6,shap_stddev_d6,rel_stddev_reduction_d6,ale_bias2_d7,shap_bias2_d7,ale_stddev_d7,shap_stddev_d7,rel_stddev_reduction_d7,ale_bias2_d8,shap_bias2_d8,ale_stddev_d8,shap_stddev_d8,rel_stddev_reduction_d8,ale_bias2_d9,shap_bias2_d9,ale_stddev_d9,shap_stddev_d9,rel_stddev_reduction_d9,ale_bias2_d10,shap_bias2_d10,ale_stddev_d10,shap_stddev_d10,rel_stddev_reduction_d10,shap_time_mean,ale_time_mean,f_stddev,rel_stddev_reduction
results_sample_X_uniform_d10_0092d481_low0_high1_snr49_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,49.0,0.9,nn_h3_relu_alpha0.0001_lbfgs,5,relu,lbfgs,0.001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9795,0.9800,0.000014,0.000014,0.027565,0.027538,-0.0010,0.000011,0.000011,0.028052,0.028001,-0.0018,0.000012,0.000012,0.029127,0.029091,-0.0012,0.000010,0.000010,0.026387,0.026328,-0.0022,0.000014,0.000014,0.027093,0.027041,-0.0019,0.000000,0.000000,0.004342,0.004237,-0.0247,0.000003,0.000003,0.014312,0.014247,-0.0045,0.000004,0.000004,0.022614,0.022564,-0.0022,0.000014,0.000014,0.033856,0.033813,-0.0013,0.000017,0.000017,0.041772,0.041719,-0.0013,0.003594,0.002204,0.08025788743440512,-0.0042
results_sample_X_uniform_d10_1ff5453d_low0_high1_snr49_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,49.0,0.7,nn_h3_relu_alpha0.0001_lbfgs,5,relu,lbfgs,0.001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9795,0.9800,0.000044,0.000044,0.035782,0.035744,-0.0011,0.000034,0.000034,0.036489,0.036401,-0.0024,0.000042,0.000041,0.039186,0.039149,-0.0010,0.000036,0.000035,0.035466,0.035435,-0.0009,0.000041,0.000040,0.036653,0.036603,-0.0014,0.000000,0.000000,0.004294,0.004165,-0.0310,0.000009,0.000009,0.018883,0.018823,-0.0032,0.000020,0.000019,0.030315,0.030283,-0.0010,0.000051,0.000051,0.045421,0.045383,-0.0008,0.000074,0.000073,0.056752,0.056702,-0.0009,0.003647,0.002202,0.10860794285254732,-0.0044
results_sample_X_uniform_d10_d31ff3f2_low0_high1_snr9_signal_hooker_2021_nn_h2_relu_alpha1e-05_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,9.0,0.0,nn_h2_relu_alpha1e-05_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9897,0.9900,0.001262,0.001267,0.081944,0.081883,-0.0008,0.001396,0.001403,0.088446,0.088298,-0.0017,0.001597,0.001593,0.089882,0.089840,-0.0005,0.001348,0.001350,0.081367,0.081243,-0.0015,0.001406,0.001408,0.084888,0.084837,-0.0006,0.000001,0.000001,0.009189,0.008848,-0.0385,0.000362,0.000358,0.043294,0.043145,-0.0035,0.000926,0.000931,0.069539,0.069429,-0.0016,0.002120,0.002118,0.104075,0.104024,-0.0005,0.003219,0.003220,0.128593,0.128555,-0.0003,0.003573,0.002131,0.23188151529007542,-0.0049
results_sample_X_uniform_d10_6aa2f622_low0_high1_snr9_signal_hooker_2021_nn_h2_relu_alpha1e-05_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,9.0,0.3,nn_h2_relu_alpha1e-05_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9897,0.9900,0.001186,0.001190,0.080987,0.080857,-0.0016,0.001184,0.001183,0.079617,0.079498,-0.0015,0.001323,0.001322,0.087209,0.087133,-0.0009,0.001148,0.001145,0.078674,0.078627,-0.0006,0.001201,0.001202,0.082163,0.082106,-0.0007,0.000001,0.000001,0.009546,0.009047,-0.0552,0.000305,0.000303,0.042080,0.041934,-0.0035,0.000800,0.000803,0.067399,0.067158,-0.0036,0.001805,0.001806,0.100802,0.100706,-0.0010,0.002745,0.002742,0.127531,0.127443,-0.0007,0.003548,0.002198,0.24164650739505328,-0.0069
results_sample_X_gaussian_d2_87a9837a_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,slow,signal_basic,9.0,0.3,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9103,0.9000,0.000805,0.000597,0.040925,0.039776,-0.0289,0.001912,0.001801,0.055182,0.055374,+0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.049851,0.042398935031169434,-0.0127
results_sample_X_uniform_d10_f934f957_low0_high1_snr19_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,19.0,0.5,nn_h3_relu_alpha0.0001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9479,0.9500,0.000049,0.000049,0.036677,0.036540,-0.0037,0.000038,0.000036,0.036933,0.036725,-0.0057,0.000042,0.000043,0.039657,0.039550,-0.0027,0.000039,0.000038,0.035873,0.035703,-0.0047,0.000040,0.000040,0.037106,0.036992,-0.0031,0.000001,0.000001,0.007488,0.006901,-0.0850,0.000011,0.000011,0.020337,0.019877,-0.0231,0.000017,0.000018,0.031047,0.030820,-0.0074,0.000053,0.000052,0.045981,0.045789,-0.0042,0.000071,0.000069,0.057243,0.057078,-0.0029,0.003719,0.002161,0.11041245218284026,-0.0143
results_sample_X_gaussian_d2_904658a8_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.95,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.9006,0.9000,0.069172,0.059956,0.257742,0.255978,-0.0069,0.189595,0.171727,0.322268,0.313711,-0.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000373,0.000386,0.19342855076660892,-0.0171
results_sample_X_gaussian_d2_904658a8_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.95,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.9006,0.9000,0.069379,0.059956,0.257766,0.255978,-0.0070,0.189213,0.171727,0.322244,0.313711,-0.0272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000373,0.000419,0.19342855076660892,-0.0171
results_sample_X_gaussian_d2_904658a8_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.95,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.9006,0.9000,0.069524,0.059956,0.257704,0.255978,-0.0067,0.177303,0.171727,0.324720,0.313711,-0.0351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000373,0.000350,0.19342855076660892,-0.0209
results_sample_X_uniform_d10_0092d481_low0_high1_snr19_signal_hooker_2021_nn_h3_relu_alpha0.0001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,19.0,0.9,nn_h3_relu_alpha0.0001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9479,0.9500,0.000018,0.000018,0.030172,0.029931,-0.0081,0.000010,0.000010,0.030752,0.030466,-0.0094,0.000013,0.000014,0.030040,0.029829,-0.0070,0.000012,0.000011,0.027022,0.026773,-0.0093,0.000015,0.000014,0.028000,0.027689,-0.0112,0.000001,0.000001,0.008652,0.007633,-0.1334,0.000005,0.000004,0.016353,0.015757,-0.0378,0.000003,0.000004,0.023787,0.023409,-0.0162,0.000015,0.000015,0.034537,0.034359,-0.0052,0.000015,0.000015,0.042503,0.042240,-0.0062,0.003628,0.002249,0.08603604939244212,-0.0244
results_sample_X_gaussian_d2_26e192a0_snr9_signal_nonlinear_nn_h10_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_nonlinear,9.0,0.7,nn_h10_tanh_alpha0.0001_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8890,0.9000,0.000080,0.000286,0.065060,0.070258,+0.0740,0.003621,0.005210,0.094832,0.084069,-0.1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000508,0.000431,0.07874748155779249,-0.0270
results_sample_X_gaussian_d2_f9df222f_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,slow,signal_basic,9.0,0.9,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.9103,0.9000,0.045320,0.037699,0.245197,0.241491,-0.0153,0.122980,0.106820,0.308730,0.295496,-0.0448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.000437,0.2061001168304303,-0.0301
results_sample_X_gaussian_d2_f9df222f_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.9,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.9006,0.9000,0.042040,0.035086,0.243101,0.239298,-0.0159,0.115341,0.100752,0.308041,0.294380,-0.0464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.000420,0.20340988388906944,-0.0312
results_sample_X_gaussian_d2_f9df222f_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.9,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.9006,0.9000,0.041916,0.035086,0.243051,0.239298,-0.0157,0.115519,0.100752,0.308169,0.294380,-0.0468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.000379,0.20340988388906944,-0.0313
results_sample_X_gaussian_d2_26e192a0_snr9_signal_nonlinear_nn_h10_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_nonlinear,9.0,0.7,nn_h10_tanh_alpha0.0001_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8890,0.9000,0.000093,0.000286,0.065861,0.070258,+0.0626,0.003638,0.005210,0.095081,0.084069,-0.1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000508,0.000390,0.07874748155779249,-0.0342
results_sample_X_gaussian_d2_f9df222f_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.9,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.9006,0.9000,0.042163,0.035086,0.242956,0.239298,-0.0153,0.103200,0.100752,0.310815,0.294380,-0.0558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.000350,0.20340988388906944,-0.0356
results_sample_X_gaussian_d2_27fda980_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,slow,signal_basic,9.0,0.5,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9103,0.9000,0.001101,0.000605,0.044102,0.041134,-0.0722,0.001298,0.001009,0.056737,0.056326,-0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000365,0.048102,0.04170673548210686,-0.0397
results_sample_X_gaussian_d2_f9df222f_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,slow,signal_basic,9.0,0.9,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9103,0.9000,0.051851,0.037699,0.293355,0.241491,-0.2148,0.114734,0.106820,0.259427,0.295496,+0.1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.047212,0.2061001168304303,-0.0464
results_sample_X_gaussian_d2_08514e44_snr9_signal_basic_interaction_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,interactions,signal_basic_interaction,9.0,0.99,nn_h2_tanh_alpha0.001_lbfgs,10,relu,lbfgs,0.001,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8887,0.9000,nan,nan,0.329185,0.310914,-0.0588,nan,nan,0.331174,0.316614,-0.0460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000375,0.000166,0.3859277908709359,-0.0524
results_sample_X_uniform_d10_1ff5453d_low0_high1_snr19_signal_hooker_2021_nn_h5_relu_alpha0.001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,19.0,0.7,nn_h5_relu_alpha0.001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9479,0.9500,0.000017,0.000016,0.029095,0.028361,-0.0259,0.000014,0.000013,0.029506,0.028885,-0.0215,0.000012,0.000012,0.031250,0.030508,-0.0243,0.000011,0.000010,0.028211,0.027380,-0.0304,0.000015,0.000016,0.029353,0.028341,-0.0357,0.000002,0.000001,0.011374,0.009254,-0.2290,0.000005,0.000004,0.018169,0.016675,-0.0896,0.000004,0.000004,0.025036,0.024050,-0.0410,0.000018,0.000016,0.035682,0.034913,-0.0220,0.000017,0.000015,0.043524,0.042786,-0.0173,0.004125,0.002198,0.09045508730100892,-0.0537
results_sample_X_gaussian_d2_08514e44_snr9_signal_basic_interaction_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,interactions,signal_basic_interaction,9.0,0.99,nn_h2_tanh_alpha0.001_lbfgs,10,relu,lbfgs,0.001,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8887,0.9000,nan,nan,0.330041,0.310914,-0.0615,nan,nan,0.331448,0.316614,-0.0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000375,0.000094,0.3859277908709359,-0.0542
results_sample_X_gaussian_d2_08514e44_snr9_signal_basic_interaction_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,interactions,signal_basic_interaction,9.0,0.99,nn_h2_tanh_alpha0.001_lbfgs,10,relu,lbfgs,0.001,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8887,0.9000,nan,nan,0.329961,0.310914,-0.0613,nan,nan,0.332358,0.316614,-0.0497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000375,0.000127,0.3859277908709359,-0.0555
results_sample_X_uniform_d10_6aa2f622_low0_high1_snr49_signal_hooker_2021_nn_h5_relu_alpha0.001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,49.0,0.3,nn_h5_relu_alpha0.001_lbfgs,5,relu,lbfgs,0.001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9795,0.9800,0.000007,0.000007,0.010734,0.010263,-0.0458,0.000000,0.000000,0.010860,0.010496,-0.0347,0.000001,0.000001,0.011563,0.011198,-0.0326,0.000000,0.000000,0.010187,0.009744,-0.0455,0.000005,0.000005,0.009911,0.009463,-0.0472,0.000000,0.000000,0.005357,0.004602,-0.1641,0.000000,0.000000,0.007603,0.006996,-0.0867,0.000000,0.000000,0.009323,0.008867,-0.0515,0.000000,0.000000,0.013426,0.012984,-0.0341,0.000000,0.000000,0.013907,0.013442,-0.0346,0.003726,0.002184,0.01881923943424446,-0.0577
results_sample_X_gaussian_d2_26e192a0_snr9_signal_threshold_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_threshold,9.0,0.7,nn_h3_tanh_alpha0.0001_lbfgs,100,tanh,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8898,0.9000,0.060896,0.059688,0.271988,0.268507,-0.0130,0.003030,0.002202,0.176016,0.156984,-0.1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000388,0.000387,0.2942948986244734,-0.0671
results_sample_X_gaussian_d2_26e192a0_snr9_signal_threshold_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_threshold,9.0,0.7,nn_h3_tanh_alpha0.0001_lbfgs,100,tanh,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8898,0.9000,0.060734,0.059688,0.271847,0.268507,-0.0124,0.003012,0.002202,0.176123,0.156984,-0.1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000388,0.000425,0.2942948986244734,-0.0672
results_sample_X_gaussian_d2_26e192a0_snr9_signal_nonlinear_nn_h10_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_nonlinear,9.0,0.7,nn_h10_tanh_alpha0.0001_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8890,0.9000,0.000076,0.000286,0.066727,0.070258,+0.0503,0.015301,0.005210,0.099904,0.084069,-0.1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000508,0.000359,0.07874748155779249,-0.0691
results_sample_X_gaussian_d2_26e192a0_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,slow,signal_basic,9.0,0.7,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.9103,0.9000,0.011786,0.010121,0.195854,0.187552,-0.0443,0.032555,0.028174,0.255885,0.233511,-0.0958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.000427,0.22058725475932495,-0.0700
results_sample_X_gaussian_d2_26e192a0_snr9_signal_threshold_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_threshold,9.0,0.7,nn_h3_tanh_alpha0.0001_lbfgs,100,tanh,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8898,0.9000,0.066226,0.059688,0.269901,0.268507,-0.0052,0.001588,0.002202,0.179046,0.156984,-0.1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000388,0.000357,0.2942948986244734,-0.0729
results_sample_X_gaussian_d2_f9df222f_snr9_signal_cubic_nn_h10_relu_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.9,nn_h10_relu_alpha0.001_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8812,0.9000,0.067937,0.153462,0.492053,0.419717,-0.1723,0.048705,0.156354,0.390892,0.396408,+0.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000380,0.000439,0.2973952482263983,-0.0792
results_sample_X_gaussian_d2_26e192a0_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,slow,signal_basic,9.0,0.7,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9103,0.9000,0.011284,0.010121,0.228134,0.187552,-0.2164,0.030821,0.028174,0.219991,0.233511,+0.0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.048128,0.22058725475932495,-0.0792
results_sample_X_gaussian_d2_f9df222f_snr9_signal_cubic_nn_h10_relu_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.9,nn_h10_relu_alpha0.001_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8812,0.9000,0.067354,0.153462,0.493442,0.419717,-0.1757,0.047143,0.156354,0.393105,0.396408,+0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000380,0.000402,0.2973952482263983,-0.0837
results_sample_X_gaussian_d2_f9df222f_snr9_signal_cubic_nn_h10_relu_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_cubic,9.0,0.9,nn_h10_relu_alpha0.001_lbfgs,10,tanh,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8812,0.9000,0.235268,0.153462,0.518949,0.419717,-0.2364,0.050058,0.156354,0.388100,0.396408,+0.0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000380,0.000360,0.2973952482263983,-0.1077
results_sample_X_gaussian_d2_904658a8_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.95,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9006,0.9000,0.081387,0.059956,0.310380,0.255978,-0.2125,0.166048,0.171727,0.316344,0.313711,-0.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000373,0.005087,0.19342855076660892,-0.1105
results_sample_X_gaussian_d2_f9df222f_snr9_signal_abs_nn_h10_relu_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_abs,9.0,0.9,nn_h10_relu_alpha0.001_lbfgs,20,relu,lbfgs,0.01,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9006,0.9000,0.001968,0.002406,0.152012,0.165011,+0.0788,0.001788,0.001411,0.232448,0.177366,-0.3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000387,0.005159,0.12624885072982794,-0.1159
results_sample_X_gaussian_d2_87a9837a_snr9_signal_threshold_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_threshold,9.0,0.3,nn_h3_tanh_alpha0.0001_lbfgs,100,tanh,lbfgs,0.01,40,25,standard,self,0,K40_L25_self,exact,exact_shap,none,1000,0.8898,0.9000,0.011990,0.011912,0.216703,0.206452,-0.0497,0.001350,0.001096,0.151291,0.124991,-0.2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000384,0.000393,0.2503321908255192,-0.1300
results_sample_X_gaussian_d2_87a9837a_snr9_signal_threshold_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_threshold,9.0,0.3,nn_h3_tanh_alpha0.0001_lbfgs,100,tanh,lbfgs,0.01,40,25,standard,path_rep,0,K40_L25_path_rep,exact,exact_shap,none,1000,0.8898,0.9000,0.012003,0.011912,0.216527,0.206452,-0.0488,0.001349,0.001096,0.151437,0.124991,-0.2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000384,0.000424,0.2503321908255192,-0.1302
results_sample_X_gaussian_d2_87a9837a_snr9_signal_threshold_nn_h3_tanh_alpha0.0001_lbfgs_n1000_R100.pkl,local_methods,signal_threshold,9.0,0.3,nn_h3_tanh_alpha0.0001_lbfgs,100,tanh,lbfgs,0.01,40,25,standard,interpolate,0,K40_L25_interpolate,exact,exact_shap,none,1000,0.8898,0.9000,0.015588,0.011912,0.214096,0.206452,-0.0370,0.001640,0.001096,0.154274,0.124991,-0.2343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000384,0.000352,0.2503321908255192,-0.1357
results_sample_X_gaussian_d2_f9df222f_snr9_signal_basic_nn_h2_tanh_alpha0.001_lbfgs_n1000_R100.pkl,local_methods,signal_basic,9.0,0.9,nn_h2_tanh_alpha0.001_lbfgs,3,tanh,lbfgs,0.0001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.9006,0.9000,0.048182,0.035086,0.308354,0.239298,-0.2886,0.095509,0.100752,0.303108,0.294380,-0.0297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000366,0.005038,0.20340988388906944,-0.1591
results_sample_X_uniform_d10_0092d481_low0_high1_snr9_signal_hooker_2021_nn_h5_relu_alpha0.001_lbfgs_n1000_R100.pkl,sparse_highdim,signal_hooker_2021,9.0,0.9,nn_h5_relu_alpha0.001_lbfgs,3,relu,lbfgs,0.0001,40,25,standard,interpolate,0,K40_L25_y,perm,permutation_shap,none,1000,0.9897,0.9900,0.000010,0.000008,0.031494,0.030101,-0.0463,0.000010,0.000009,0.032001,0.030810,-0.0387,0.000007,0.000005,0.022841,0.020319,-0.1242,0.000004,0.000003,0.018694,0.015605,-0.1980,0.000010,0.000009,0.021499,0.017977,-0.1959,0.000004,0.000001,0.019307,0.015591,-0.2383,0.000005,0.000002,0.020492,0.016391,-0.2502,0.000005,0.000002,0.021809,0.017792,-0.2258,0.000004,0.000002,0.024796,0.020434,-0.2135,0.000004,0.000002,0.024708,0.021297,-0.1602,0.003848,0.002204,0.06510168138572629,-0.1691
results_sample_X_gaussian_d2_12761c10_snr9_signal_basic_interaction_nn_h10_relu_alpha0.001_lbfgs_n1000_R100.pkl,interactions_average,signal_basic_interaction,9.0,0.0,nn_h10_relu_alpha0.001_lbfgs,10,relu,lbfgs,0.001,40,25,standard,path_integral,0,K40_L25_path_integral,exact,exact_shap,none,1000,0.8883,0.9000,nan,nan,0.164275,0.136581,-0.2028,nan,nan,0.150700,0.130186,-0.1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000456,0.049173,0.22070395009324087,-0.1802
